#,Indikator BHS,Indicator English,F,M,Y,T,Code 1,Code 2,Subcategory 1,Category 1,Dimension 1,Subcategory 2,Category 2,Dimension 2
32,"Dječak ne mora da čeka da naiđe neko od komšija, kako bi se s njim/njom vratio kući iz parka na Bulevaru kad padne mrak.","A boy does not have to wait until some neighbor passes by to return with him home when night falls, .",3.0,1.0,5.0,9,6.12,2.0,Neighbor Relations,Social Relations,Culture & Society,Tranquility/security ,Tranquility/security ,Security
33,"Policija se ne grije na pumpi prekoputa cijelu noćnu smjenu, nego boravi po Bulevaru i Cernici","The police do not warm themselves at the gas station during the whole night shift, but stay on Bulevar and Cernica",4.0,4.0,1.0,9,5.1,5.2,Accountability ,Police,Armed Actors,Interactions ,Police,Armed Actors
40,Po ulicama nema grafita s ustaškim znakovima,There aren’t any graffiti with Ustasha signs on the streets.,,1.0,7.0,8,7.1,8.5,Memorialization,Legacies of War,Dealing with the Past,Political Symbols,Nationalism,Culture & Society
41,"Ljudi se više ne parkiraju nepropisno u Cernici, jer su primijetili da policija tu često stoji","People no longer park improperly in Cernica, as they have noticed that the police often stand there",3.0,,5.0,8,21.1,5.2,Parking,Motor Vehicles ,Culture & Society,Interactions ,Police,Armed Actors
42,U školi se dijete ne klasifikuje po tome kakvu uslugu njegov/njen roditelj može učiniti nastavniku,"At school, a child is not classified according to what kind of service his / her parent can do for the teacher",6.0,1.0,1.0,8,4.2,19.0,Corruption ,Criminality and Legal Enforcement,Rights & Dignity,Education,Education,Rights & Dignity
43,Bulevar i Cernica su navečer jednako mirni i ljeti i zimi,Bulevar and Cernica are equally calm in the evening in summer and winter,3.0,1.0,4.0,8,3.0,,Public space,Public space,Culture & Society,,,
47,"U naselju Bulevar su postavljeni ležeći policajci, pa vozači obraćaju pažnju na malu djecu koja tuda prolaze.","Speedbumps have been set up in the Bulevar neighborhood, so drivers pay attention to small children crossing.",2.0,1.0,4.0,7,21.3,17.1,Pedestrian Safety,Motor Vehicles ,Culture & Society,Roads,Infrastructure,Economic Activity & Livelihoods
48,"Na prometnoj magistrali na Bulevaru, ljudi ne moraju hodati cestom, jer se na trotoaru ne nalazi ograda oko ruševina","On the main road in Bulevar, people don’t walk down the road, because there are no fences around the ruins near the sidewalk.",2.0,1.0,4.0,7,21.3,17.4,Pedestrian Safety,Motor Vehicles ,Culture & Society,Buildings,Infrastructure,Economic Activity & Livelihoods
49,Ljudi ne parkiraju auta ispred ulaza u zgrade na Bulevaru,People don’t park their cars near the entrance's to buildings in Bulevar.,3.0,4.0,,7,21.1,,Parking,Motor Vehicles ,Culture & Society,,,
50,Političari su imenovali komesara policije HNK,Politicians choose the commissioner of the police in Herzegovina-Neretva Canton.,1.0,3.0,3.0,7,5.0,9.3,Police,Police,Armed Actors,Political functionality,Governance,Rights & Dignity
51,Prestupnici se sankcionišu krivično.,Criminals are being punished.,1.0,6.0,,7,4.0,,Criminality and Legal Enforcement,Criminality and Legal Enforcement,Rights & Dignity,,,
52,"Muzika iz „Sky Bar“ nije preglasna ljeti, pa ljudi nemaju osjećaj kao da kod njih u stanu svira","The music from ""Sky Bar"" is not so loud during summer that people have the feeling that it is playing in their own apartments.",1.0,4.0,2.0,7,3.0,,Public space,Public space,Culture & Society,,,
53,Zaštitar ispred Gradske uprave reaguje kad vidi da se dešava bitka,The security guard in front of the City Administration reacts when he sees that a fight is happening,4.0,1.0,2.0,7,4.4,,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity,,,
54,"Policija javno objavljuje imena , prezimena, ime oca i majke, svih osoba koje su učestvovale u nekom incidentu.","The police publicly announce the names, surnames, names of father and mother, all persons who participated in an incident.",4.0,2.0,1.0,7,4.0,5.0,Criminality and Legal Enforcement,Criminality and Legal Enforcement,Rights & Dignity,Police,Police,Armed Actors
60,Roditelji ne uče djecu da su vjerske razlike prepreka za druženje.,Parents do not teach children that religious differences are a barrier to friendship.,2.0,2.0,2.0,6,19.5,6.9,Family-based Education,Education,Rights & Dignity,Ethno-religious identity,Social Relations,Culture & Society
61,Na igralištu na Bulevaru osoba koja ima apartmane nije napravila parking na javnoj površini,The owner of apartment does not make a parking lot out of a public play area in Bulevar.,1.0,3.0,2.0,6,21.1,3.2,Parking,Motor Vehicles ,Culture & Society,Public Ownership,Public space,Culture & Society
62,"Ljudi se ne boje da će ih neko napasti kada prođu pored rampe na Bulevaru u 22:00, jer je osvijetljeno","People are not afraid that someone will attack them when they pass by the ramp on the Bulevar at 22:00, because it is illuminated.",2.0,1.0,3.0,6,17.3,2.1,Public Lighting,Infrastructure,Economic Activity & Livelihoods,Sense of safety,Tranquility/security ,Security
63,Stare ruševine u kojima se okupljaju narkomani i dileri su srušene/poravnate,Old ruins where the drug users and dealers were gathering before are torn down.,1.0,5.0,,6,7.7,16.4,Infrastructure,Legacies of War,Dealing with the Past,Usage,Drugs & Alcohol,Rights & Dignity
64,Školovani ljudi su postavljeni na vlast,Educated people are appointed to power,4.0,1.0,1.0,6,9.0,,Governance,Governance,Rights & Dignity,,,
65,Ultrasi ne dolaze u dvorišta Bulevara da kamenuju automobile,“Ultrasi” (Football fans) don’t come into Bulevar's green spaces to throw rocks at cars.,,,6.0,6,4.1,6.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Us V Them,Social Relations,Culture & Society
67,Mladi na Bulevaru i Cernici nisu navikli na to da će petkom ili subotom naveče dolaziti navijači sa zapadne strane da prave incidente,Young people on Bulevar and Cernica are not used to fans from the west coming on Friday or Saturday nights to make incidents,,,5.0,5,4.1,6.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Us V Them,Social Relations,Culture & Society
68,Kontejner za smeće nije uvijek pun,The trash container isn’t always full.,4.0,,1.0,5,18.1,10.6,Waste management Services,Environment,Rights & Dignity,Public utilities,Social Programs / Social Services,Rights & Dignity
69,"U slučaju nekog incidenta, policija pronalazi počinitelje preko nadzornih kamera","In the event of an incident, police find the perpetrators through surveillance cameras",3.0,2.0,,5,2.4,5.2,Technology,Tranquility/security ,Security,Interactions ,Police,Armed Actors
70,Policija ne pušta maloljetnike koji prave nerede na slobodu bez sankcija,Police do not release minors who commit riots without sanctions,1.0,3.0,1.0,5,5.1,15.0,Accountability ,Police,Armed Actors,Youth,Youth,Culture & Society
71,"U školama se djecu ne uči šta su po nacionalnosti, nego da su sva djeca/ljudi jednaki","Schools do not teach children what their nationality is, but that all children / people are equal",5.0,,,5,19.3,1.1,School inclusivness,Education,Rights & Dignity,Personal value,Integration and acceptance,Culture & Society
72,Naselje je bezbjedno jer nema narkomana u krugu/parku kod MZ,The settlement is safe because there are no drug users in the circle park near the Mjesna Zajednica.,4.0,,1.0,5,16.4,3.1,Usage,Drugs & Alcohol,Rights & Dignity,Open Spaces,Public space,Culture & Society
73,"Odgovorni (policija, sudstvo, tužilaštvo) sankcionišu politiku šovinizma","Those responsible (police, judiciary, prosecution) sanction chauvinist policies.",4.0,1.0,,5,9.2,8.2,Political accountability,Governance,Rights & Dignity,Punishment,Nationalism,Culture & Society
74,Policija sankcioniše roditelje maloljetnika koji prave navijačke grafite u gradu,The police sanction the parents of minors who make football fan graffiti in the city.,2.0,1.0,2.0,5,4.1,5.2,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Interactions ,Police,Armed Actors
75,Policija izađe na teren kada dobije poziv građana,The police come to the place where trouble is caused when the citizens call them.,4.0,1.0,,5,5.2,5.1,Interactions ,Police,Armed Actors,Accountability ,Police,Armed Actors
76,"U Cernici nema potrebe za policijskim racijama, jer nema droge","There is no need for police raids in Cernica, because there aren’t any drugs.",3.0,2.0,,5,16.2,,Policing,Drugs & Alcohol,Rights & Dignity,,,
77,Pogrešna naručena pjesma ne dovodi do bitke u kafiću između mladih muškaraca sa istočne i zapadne strane grada,A fight between young men from the East and West side isn’t caused by a song which was accidentally asked to play in a bar.,,,5.0,5,4.4,6.1,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Us V Them,Social Relations,Culture & Society
78,U kafiću alkohol ne dovodi do tuče,Alcohol does not lead to a fight in a cafe,4.0,,1.0,5,4.4,16.4,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Usage,Drugs & Alcohol,Rights & Dignity
79,"Roditelji djeci ne usađuju sjeme mržnje kroz zabranu da se druže s djecom druge nacije (problematična, bolesna, siromašna)","Parents do not instill hatred in their children by banning them from associating with children of other nations (problematic, sick, poor)",1.0,1.0,3.0,5,15.2,1.0,Infrastructure,Youth,Culture & Society,Integration and acceptance,Integration and acceptance,Culture & Society
91,"Niko ne nagovara djecu od 17-18 godina sa zapadne strane da svakog februara na Partizanskom kamenuju ljude s istočne strane, koji dolaze da obilježe oslobođenje Mostara","No one persuades 17 or 18 year-olds from the West side to go to the Partisan cemetery and throw rocks at people from the East side, who come to mark the liberation of Mostar.",,1.0,3.0,4,4.4,6.1,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Us V Them,Social Relations,Culture & Society
92,"Navijački grafiti ne koriste simbole mržnje, kao što su kukasti križevi","Fan-made grafitti does not use hate symbols, like for example swastikas.",2.0,,2.0,4,4.1,8.0,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Nationalism,Nationalism,Culture & Society
93,Prostorije MZ Cernica su na istom mjestu gdje su i prije bile,The premises of the Mjesna zajednica of Cernica is the same place as they were before.,3.0,1.0,,4,9.6,,Mjesna zajednica,Governance,Rights & Dignity,,,
94,Djeca i mladi s Bulevara i iz Cernice su sami skupljali novac da kupe zemlju za igralište,Children and the youth from Bulevar and Cernica raised money by themselves to buy soil to build a playground.,2.0,,2.0,4,3.8,15.1,Condition,Public space,Culture & Society,Engagement,Youth,Culture & Society
95,Djeca na Bulevaru su organizovala turnir,A (football) tournament was organized by the children from Bulevar.,2.0,,2.0,4,15.1,12.3,Engagement,Youth,Culture & Society,Activities,Sport,Culture & Society
96,"Park na Bulevaru nije „podjetinjio“, jer ne privlači samo djecu do 10 godina",The park in Bulevar isn’t equipped just for children 10 years and younger.,1.0,,3.0,4,3.1,3.8,Open Spaces,Public space,Culture & Society,Condition,Public space,Culture & Society
97,Vlasnici pasa u Cernici čiste nakon što njihovi ljubimci izvrše nuždu,"When dogs relieve themselves in Cernica, their owners clean it up immediately.",2.0,2.0,,4,10.7,6.12,Animals,Social Programs / Social Services,Rights & Dignity,Neighbor Relations,Social Relations,Culture & Society
98,"U Mostaru ima dovoljno kamera, pogotovo na zabačenim mračnim mjestima","There are enough surveillance cameras in Mostar, especially in the dark, isolated areas.",1.0,2.0,1.0,4,2.4,17.0,Technology,Tranquility/security ,Security,Infrastructure,Infrastructure,Economic Activity & Livelihoods
99,"Ljudi ne parkiraju auta ispred vrata u Cernici tako da ne blokiraju ulaz u prodavnice (kuće, frizerski salon)","People don’t park their cars in front of a building entrance in Cernica, blocking the entrance to shops (homes, hair salon).",1.0,1.0,2.0,4,21.1,,Parking,Motor Vehicles ,Culture & Society,,,
100,Političari su riješili problem manjka policajaca u HNK,Politicians have solved the problem of the lack of police officers in HNK,2.0,2.0,,4,9.0,5.0,Governance,Governance,Rights & Dignity,Police,Police,Armed Actors
101,Nasilnici se sankcionišu novčano.,Bullies are sanctioned with fines.,3.0,1.0,,4,4.4,,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity,,,
102,"Ljudi se ne suoče sa 100 problema, kada treba da izvade 1 papir",People do not face 100 problems when they need to get 1 piece of paper,1.0,2.0,1.0,4,9.3,,Political functionality,Governance,Rights & Dignity,,,
103,Auta se ne parkiraju kod „Korza“ pa druga auta mogu tuda proći,Cars aren’t parked near Korzo and others can easily pass.,1.0,1.0,2.0,4,21.1,,Parking,Motor Vehicles ,Culture & Society,,,
104,Učitelji reaguju kada se djeca rugaju drugoj djeci,Teachers react when some children make fun of others.,1.0,1.0,2.0,4,19.0,15.0,Education,Education,Rights & Dignity,Youth,Youth,Culture & Society
105,"U Mostaru postoji konkretan plan za suzbijanje huliganizma, jer je postavljen komesar policije","There is a concrete plan in Mostar to suppress hooliganism, because a police commissioner has been appointed.",2.0,,2.0,4,5.0,4.1,Police,Police,Armed Actors,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity
106,U naselju Bulevar se ne preprodaje droga,In Bulevar nobody is reselling narcotics.,4.0,,,4,16.0,,Drugs & Alcohol,Drugs & Alcohol,Rights & Dignity,,,
107,Niko ne napada na imovinu osoba koje rade u MUP-u na poslovima hvatanja dilera,Nobody is invading a person’s property while the police is trying to catch the drug dealers.,2.0,2.0,,4,16.2,4.3,Policing,Drugs & Alcohol,Rights & Dignity,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity
108,Policija češće prolazi automobilom kroz Bulevar i Cernicu,A police car passes more often through Bulevar and Cernica.,3.0,,1.0,4,5.2,,Interactions ,Police,Armed Actors,,,
109,Komšije reaguju ako čuju da se pljačka stan u njihovoj zgradi,The neighbors react if they see that someone’s apartment in their building is being robbed.,2.0,1.0,1.0,4,4.3,6.1,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Us V Them,Social Relations,Culture & Society
128,"Navijači Zrinjskog ne dolaze na Bulevar, pa djeca ne razmišljaju kako će najbrže pobjeći iz parka u Cernicu","Zrinjski fans don’t come to Bulevar, so the children don't have to think how they can run the quickest out of the park in Cernica.",2.0,,1.0,3,4.1,2.2,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Confidence,Tranquility/security ,Security
129,Djeca i mladi s Bulevara i iz Cernice su pravili golove za teren,Children and youth from Bulevar and Cernica make goals for a soccer field.,2.0,,1.0,3,15.1,12.1,Engagement,Youth,Culture & Society,Facilities,Sport,Culture & Society
130,"Inicijativa, koju je pokrenula teta Inga, da se osvijetli igralište, je odobrena",Miss Inga launched an initiative to illuminate the playground and it was approved.,1.0,1.0,1.0,3,6.4,17.3,Activism,Social Relations,Culture & Society,Public Lighting,Infrastructure,Economic Activity & Livelihoods
131,Ljudi nisu izolirani u 4 zida pa ne stvaraju predrasude o osobama koje ne poznaju,People are not isolated within 4 walls so they don’t develop prejudices about others that they don’t know.,3.0,,,3,1.0,11.3,Integration and acceptance,Integration and acceptance,Culture & Society,Individual Leisure,Socializing,Culture & Society
132,"Organizacija „Novi most“ je povezala mlade s Bulevara i iz Cernice, jer ih je vodila na Karting, na palačinke","The association “Novi Most” had connected the young people from Bulevar and Cernica, because the association had taken them cart racing and to eat pancakes.",1.0,1.0,1.0,3,9.7,15.0,Citizens' associations,Governance,Rights & Dignity,Youth,Youth,Culture & Society
133,Stanari imaju neometan miran san jer ispod prozora nema galame tokom noći,"The tenants have an uninterrupted, peaceful dreams because there is no yelling beneath their windows throughout the night.",2.0,,1.0,3,3.0,,Public space,Public space,Culture & Society,,,
134,Na prometnoj magistrali na Bulevaru je postavljen radar.,There is traffic radar on the main road in Bulevar.,1.0,2.0,,3,21.2,,Traffic,Motor Vehicles ,Culture & Society,,,
135,U prostorijama MZ postoji kancelarija za dežurnog policajca,There is on duty police officer in front of the local community council’s (MZ) premises.,2.0,1.0,,3,9.6,5.2,Mjesna zajednica,Governance,Rights & Dignity,Interactions ,Police,Armed Actors
136,U Cernici postoji policajac pozornik,There is a patrol policeman in Cernica.,1.0,2.0,,3,5.2,,Interactions ,Police,Armed Actors,,,
137,"Žena s bebom u kolicima može proći kroz prolaz pored „Rođenih“, jer tu nema parkiranih auta","A woman with her baby in a stroller can pass through the passage next to ""Rodenih"" because there, there aren't any parked cars.",2.0,,1.0,3,21.3,21.1,Pedestrian Safety,Motor Vehicles ,Culture & Society,Parking,Motor Vehicles ,Culture & Society
138,"Ne stvara se zastoj u dvosmjernoj ulici pored bivšeg suda u Cernici, jer ljudi ne parkiraju vozila sa strane","There is no traffic jam in the two-way street next to the former court in Cernica, because people do not park vehicles on the side",1.0,1.0,1.0,3,21.1,21.3,Parking,Motor Vehicles ,Culture & Society,Pedestrian Safety,Motor Vehicles ,Culture & Society
139,Djeca ne govore da ih boli glava ili da im se povraća kako ne bi išli u školu zbog nastavnikovog negativnog ophođenja,Children are not acting that they have headaches or that they’re feeling sick so they couldn’t go to school because of their teacher’s negative behavior.,1.0,1.0,1.0,3,19.0,15.0,Education,Education,Rights & Dignity,Youth,Youth,Culture & Society
140,"U gradu se širi područje gdje žene mogu da same hodaju, jer se osjećaju sigurno.","There is a broad area in the city where women can walk alone, because they feel safe.",2.0,,1.0,3,22.3,2.3,Safety and comfort,Gender,Culture & Society,Movement,Tranquility/security ,Security
141,Prisustvo policajca u Šantićevoj nije znak da bi moglo doći do incidenta,The presence of the police in “Šantićeva” street isn’t a sign that there could occur an incident.,1.0,1.0,1.0,3,5.2,2.2,Interactions ,Police,Armed Actors,Confidence,Tranquility/security ,Security
142,U Cernici (ulica Adema Buća) djeca slobodno šetaju bez straha od brzih vozila/saobraćaja,"In Cernica, in “Adema Buća” street, children take a walk freely without fear of the speeding cars/traffic.",2.0,1.0,,3,21.3,2.2,Pedestrian Safety,Motor Vehicles ,Culture & Society,Confidence,Tranquility/security ,Security
143,Za ženom koja rano ide na posao ne idu dvojica nepoznatih muškaraca brzim korakom,"Early in the morning, two unknown male figures are not quickly following a woman who’s going to work.",3.0,,,3,22.3,2.3,Safety and comfort,Gender,Culture & Society,Movement,Tranquility/security ,Security
144,Policija na terenu ostaje duže od 5 minuta,The police stay longer than 5 minutes at the place where an accident happens.,1.0,,2.0,3,5.1,,Accountability ,Police,Armed Actors,,,
145,Niko nije vidio da su se dvije žene od 60 godina pobile.,Nobody sees two 60 year-old women fighting.,3.0,,,3,22.1,4.4,Gender norms,Gender,Culture & Society,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity
146,Svi stanari u MZ Cernica se osjećaju odgovornim za svoja djela,All tenants that live in the MZ Cernica feel responsible for their action.,3.0,,,3,3.2,6.12,Public Ownership,Public space,Culture & Society,Neighbor Relations,Social Relations,Culture & Society
169,Mlađi igraju lopte na igralištu na Bulevaru,Youth play soccer on the playground in Bulevar.,2.0,,,2,3.1,15.0,Open Spaces,Public space,Culture & Society,Youth,Youth,Culture & Society
170,Djeca ne lupaju loptom u 14:00 kad ljudi spavaju,Children do not make any noise with balls at 14:00 when people are sleeping.,1.0,1.0,,2,15.0,6.12,Youth,Youth,Culture & Society,Neighbor Relations,Social Relations,Culture & Society
171,Očevi izvode malu djecu na Bulevar da se igraju,"In Bulevar, fathers take their children out to play.",2.0,,,2,22.1,3.1,Gender norms,Gender,Culture & Society,Open Spaces,Public space,Culture & Society
172,"Na imaginarnim, nacionalističkim granicama Bulevara između dvije strane, katoličke i muslimanske, ne dešavaju se bitke između navijača Veleža i Zrinjskog, starosti od 16-25 godina","On the imaginary and nationalistic border separating two sides, Catholic and Muslim, young Zrinjski and Velež fans between the ages of 16 and 25 do not start any fights.",1.0,,1.0,2,8.3,6.1,Sports and hooliganism,Nationalism,Culture & Society,Us V Them,Social Relations,Culture & Society
173,Navijači sa zapadne strane ne dolaze na igralište VI osnovne škole da prave incidente kad djeca igraju fudbal,"Fans from the West side do not come to the playground, which is a part of Primary School VI, to cause trouble while children are playing soccer.",1.0,1.0,,2,4.1,15.0,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Youth,Youth,Culture & Society
174,Djeca s Bulevara i iz Cernice su sredili igralište na Bulevaru,Children from Bulevar and Cernica fixed the playground in Bulevar.,2.0,,,2,15.1,3.8,Engagement,Youth,Culture & Society,Condition,Public space,Culture & Society
175,Djeca i mladi s Bulevara i iz Cernice su čistili teren,Children and youth from Bulevar and Cernica cleaned up the area.,2.0,,,2,15.1,6.4,Engagement,Youth,Culture & Society,Activism,Social Relations,Culture & Society
176,"Čovjek, kojem lopta s igrališta doleti u dvorište, ne probuši loptu","A man, in whose backyard a ball lands from the playground, does not deflate the ball.",,,2.0,2,6.6,6.12,Inter-generational Relations,Social Relations,Culture & Society,Neighbor Relations,Social Relations,Culture & Society
177,Mladi s Bulevara i iz Cernice koji su se povezali u „Novom mostu“ su nastavili da se dalje druže i na drugim mjestima (u parku),Young people from Bulevar and Cernica that met in “Novi Most” are still on good terms and hang out in other places (in the park),1.0,1.0,,2,9.7,11.1,Citizens' associations,Governance,Rights & Dignity,Cafes and Space,Socializing,Culture & Society
178,Ljudi rješavaju svoje male lokalne probleme i tako stvaraju mogućnost za rješavanje većih problema,"People solve their small local problems, thereby create an opportunity to solve their community’s larger problems.",2.0,,,2,3.2,6.4,Public Ownership,Public space,Culture & Society,Activism,Social Relations,Culture & Society
179,Roditelji mogu utjecati na djecu da ne ostaju dokasno vani,Parents can teach their children not to stay out late.,1.0,,1.0,2,19.5,,Family-based Education,Education,Rights & Dignity,,,
180,"Roditelji djeci ne usađuju sjeme mržnje kroz zabranu da se druže s djecom druge nacije (koja su problematična, bolesna, problematična)","Parents do not instill hatred in their children by banning them from associating with children of other nations (who are problematic, sick)",1.0,,1.0,2,15.2,6.1,Infrastructure,Youth,Culture & Society,Us V Them,Social Relations,Culture & Society
181,Kod prolaza kod Suda u Cernici su stavljene kamere na kojoj se vidi registracija parkiranih auta pa im se naplaćuju kazne,Surveillance cameras are put by the passsage near the courthouse in Cernica to see the parked cars’ registrations so the owners would have to pay a fine.,,,2.0,2,2.4,21.1,Technology,Tranquility/security ,Security,Parking,Motor Vehicles ,Culture & Society
182,U krugu oko stola za stoni tenis nema razbijenog stakla pa se djeca mogu bezbjedno igrati,"Children can play safely in the park where the table for table tennis is put, because there is no broken glass around it.",1.0,,1.0,2,3.8,15.0,Condition,Public space,Culture & Society,Youth,Youth,Culture & Society
183,"Kontejner je pomjeren dalje od parka na Bulevaru, pa vjetar ne donosi smeće u park koji su djeca s Bulevara očistila",The trash container is moved away from the park in Bulevar so the wind can’t bring any trash in the park which the children from Bulevar have cleaned.,1.0,1.0,,2,18.0,15.1,Environment,Environment,Rights & Dignity,Engagement,Youth,Culture & Society
184,"Igralište na Bulevaru nije ograđeno tankom žicom, koja se već nakon 7 dana uništi","The playground in Bulevar isn’t fenced in with (thin) chiicken wire, which is destroyed 7 days after someone puts it there.",,1.0,1.0,2,3.8,,Condition,Public space,Culture & Society,,,
185,"Osobe idu na utakmice Veleža da navijaju, a ne da se biju","People go to Velež football matches to cheer for them, not to fight.",1.0,1.0,,2,12.3,4.1,Activities,Sport,Culture & Society,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity
186,Mostar je postao turistički centar Hercegovine,Mostar has become a tourist center in Herzegovina.,,2.0,,2,20.4,,Tourism,Business,Economic Activity & Livelihoods,,,
