#,Indikator BHS,Indicator English,F,M,Y,T,Code 1,Code 2,Subcategory 1,Category 1,Dimension 1,Subcategory 2,Category 2,Dimension 2
21,Časna sestra može šetati bilo gdje u gradu,A nun can walk around any part of the city.,1.0,1.0,2.0,4,14.0,2.3,Religion,Religion,Culture & Society,Movement,Tranquility/security ,Security
24,Da ne mislimo da će nam reći nešto neugodno u nekom dijelu grada,Not to think that someone might tell us something uncomfortable in any part of the city,1.0,,,1,2.2,3.3,Confidence,Tranquility/security ,Security,Comfort ,Public space,Culture & Society
25,Da ne mislimo da će nas neko napasti u bilo kojem dijelu grada,We don't think that someone will attack us in whatever part of the city,5.0,3.0,1.0,9,2.2,2.3,Confidence,Tranquility/security ,Security,Movement,Tranquility/security ,Security
27,Djeca iz Podhuma idu u istu školu.,The children of Podhum go to the same school,3.0,1.0,,4,19.3,15.5,School inclusivness,Education,Rights & Dignity,Inclusion,Youth,Culture & Society
28,Djeca se ne uče od vrtića da su djeca drugih nacija protiv njih.,"From kindergarten years on, children are not taught that different nationality children are against them.",1.0,1.0,,2,19.3,6.9,School inclusivness,Education,Rights & Dignity,Ethno-religious identity,Social Relations,Culture & Society
31,Djeca u Podhumu nisu svakodnevno izložena prizorima narkomanskih šprica.,Children of Podhum are not exposed everyday to the sight of drug users' syringes.,1.0,2.0,1.0,4,16.4,15.0,Usage,Drugs & Alcohol,Rights & Dignity,Youth,Youth,Culture & Society
32,Dječak dobrovoljno pravi narukvice i prodaje ih na šetalištu,A boy voluntarily makes bracelets and sells them at the promenade,,,3.0,3,15.4,3.1,Livelihoods,Youth,Culture & Society,Open Spaces,Public space,Culture & Society
35,Djevojkama se ne prijeti kada u dresu „Veleža“ prođu pored kafića „Dario“.,Girls are not being threatened walking past cafe Dario wearing a Velež jersey,2.0,,3.0,5,22.2,6.1,Gender based violence,Gender,Culture & Society,Us V Them,Social Relations,Culture & Society
36,Dobri ljudi ne pričaju jednima o drugima iza leđa,Good people do not talk about one another behind their backs,2.0,3.0,2.0,7,1.1,6.3,Personal value,Integration and acceptance,Culture & Society,Social Trust,Social Relations,Culture & Society
43,Grad organizuje programe da se djeca druže uživo,The city organizes events where children can play together in real life,1.0,1.0,,2,3.7,15.0,Activities,Public space,Culture & Society,Youth,Youth,Culture & Society
52,Imam iz Podhuma se osjećao ugodno na otvorenju katoličke crkve u Mostaru.,The Imam from Podhum felt comfortable at the opening of the Catholic church in Mostar,,,1.0,1,14.2,14.4,Interfaith relations,Religion,Culture & Society,Religious buildings,Religion,Culture & Society
54,Ime osobe nije bitno nego njegova/njena vrijednost kao čovjeka.,"A person's name is not important, but rather his/her value as a human",1.0,1.0,6.0,8,1.1,6.9,Personal value,Integration and acceptance,Culture & Society,Ethno-religious identity,Social Relations,Culture & Society
55,"Izlazak nije samo klub, nego i šetnja s prijateljima","Going out not only means a club, but also a walk with friends",1.0,,1.0,2,11.1,3.1,Cafes and Space,Socializing,Culture & Society,Open Spaces,Public space,Culture & Society
56,Ja nisam okružena nacionalnim podjelama,I am not surrounded by divisions based on nationality,1.0,,2.0,3,6.1,6.9,Us V Them,Social Relations,Culture & Society,Ethno-religious identity,Social Relations,Culture & Society
57,Jednako se lijepo družim i sa Matijom i sa Muhamedom,I hang out equally well with Matthias and Muhammad,,1.0,1.0,2,6.2,6.9,Personal relationships,Social Relations,Culture & Society,Ethno-religious identity,Social Relations,Culture & Society
58,Kada djeca od 12 godina ne moraju razmišljati da li će ih huligani napasti u blizini stadiona Zrinjskog,When 12-year-olds don't have to think about whether hooligans will attack them near the Zrinjski Stadium,,1.0,1.0,2,4.1,15.0,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Youth,Youth,Culture & Society
60,"Kada ljudi, ako im je potreban novac, pitaju","When people, if money is of importance to them, ask for it.",,1.0,,1,6.1,6.3,Us V Them,Social Relations,Culture & Society,Social Trust,Social Relations,Culture & Society
61,"Kada ljudi, ako im je potreban novac, pitaju, a ne pljačkaju","When people, if they need money, ask for it rather than robbing.",2.0,1.0,1.0,4,4.3,,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity,,,
62,"Kada navijači imaju obaveze (kao posao, porodica, škola) od sjedenja na kavi/kafi i planiranja napada","When sports fans have more obligations (such as a job, family, school) than sitting around, having coffee and planning riots",1.0,1.0,1.0,3,11.0,4.1,Socializing,Socializing,Culture & Society,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity
63,Kada navijači ne dogovaraju susret radi bitke (npr. petkom u 18 h kod Ere),"When the supporters of local teams don't arrange a meeting to fight (e.g. Fridays at 6, by the hotel Ero)",3.0,2.0,2.0,7,4.1,12.0,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Sport,Sport,Culture & Society
64,Kada ne dolazi do tučnjave među navijačima zbog crtanja grafita,When there is no fight among the fans over drawing graffiti,1.0,,1.0,2,4.1,6.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Us V Them,Social Relations,Culture & Society
65,Kada pijani navijači (ljuti zbog poraza Zrinjskog) verbalno ne napadaju na ulici žene koje nose majicu Veleža,When drunk fans (angry because Zrninjski lost the game) don't verbally assault women wearing Velež jearsy,,,1.0,1,4.1,22.2,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Gender based violence,Gender,Culture & Society
66,Kada se dobro slažu Bošnjaci i Hrvati koji žive jedni pored drugih,When Bosniaks and Croats living close to one another get along well,1.0,,1.0,2,1.3,6.9,Social,Integration and acceptance,Culture & Society,Ethno-religious identity,Social Relations,Culture & Society
67,Kada se ljudi druže bez obzira da li pripadaju istoj religiji,When people socialize regardless of whether they belong to the same religion,,,1.0,1,6.9,11.4,Ethno-religious identity,Social Relations,Culture & Society,Informal,Socializing,Culture & Society
68,Kada su ljudi u mom okruženju svih religija,When the people in my surrounding are from all religions,,,3.0,3,6.9,14.2,Ethno-religious identity,Social Relations,Culture & Society,Interfaith relations,Religion,Culture & Society
69,Kada u naselju nema huligana,When there aren't any hooligans in the neighbourhoods,,1.0,1.0,2,4.1,,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,,,
72,"Komšija je vrijedniji nego rođeni brat, jer može odmah doći u slučaju potrebe.","A neighbour is worth more than one's own brother, because they can always come in the time of need",1.0,,,1,6.1,6.12,Us V Them,Social Relations,Culture & Society,Neighbor Relations,Social Relations,Culture & Society
73,Komšije u Podhumu se druže po kućama.,Neighbors in Podhum socialize at one another's homes.,3.0,1.0,2.0,6,11.4,6.12,Informal,Socializing,Culture & Society,Neighbor Relations,Social Relations,Culture & Society
74,Komšije/susjedi se u Podhumu druže kao prije rata.,Neighbours still socialize in Podhum as before the war,1.0,2.0,,3,6.12,11.4,Neighbor Relations,Social Relations,Culture & Society,Informal,Socializing,Culture & Society
76,"Kriminalcisu ti koji prave probleme, a ne većina",The criminals are the ones who cause the problems and not the majority,,,1.0,1,4.0,6.3,Criminality and Legal Enforcement,Criminality and Legal Enforcement,Rights & Dignity,Social Trust,Social Relations,Culture & Society
78,"Ljude koji imaju dovoljne plate ne zanimaju Dodik, Čović i Izetbegović","People who earn enough are not interested in Dodik, Čović and Izetbegović",,,1.0,1,20.8,8.4,Livelihoods,Business,Economic Activity & Livelihoods,Politics ,Nationalism,Culture & Society
81,Ljudi imaju platu od koje se može živjeti.,People have a salary from which they can live.,3.0,3.0,2.0,8,20.8,,Livelihoods,Business,Economic Activity & Livelihoods,,,
84,Ljudi koji su došli sa strane ne govore ružno o Mostaru,People who come from outside don't speak ill about Mostar,,,1.0,1,3.2,6.7,Public Ownership,Public space,Culture & Society,Immigration,Social Relations,Culture & Society
85,Ljudi koji u Mostaru zagovaraju sukobe su sankcionisani.,People who advocate for conflicts in Mostar are sanctioned,1.0,,1.0,2,4.4,,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity,,,
86,Ljudi mirno hodaju i po lijevoj i po desnoj strani grada.,People walk peacefully on both the left and the right side of the city.,4.0,1.0,3.0,8,2.0,2.3,Tranquility/security ,Tranquility/security ,Security,Movement,Tranquility/security ,Security
90,Ljudi različitih vjera su naučili živjeti zajedno u Mostaru,People of different religions learned how to live together in Mostar,2.0,,5.0,7,14.2,6.3,Interfaith relations,Religion,Culture & Society,Social Trust,Social Relations,Culture & Society
94,Ljudi se ne boje da će se opet desiti rat.,People are not afraid that the war could happen again,,1.0,,1,2.0,7.0,Tranquility/security ,Tranquility/security ,Security,Legacies of War,Legacies of War,Dealing with the Past
96,"Ljudi se osjećaju sigurno u ulici fra Ambre Miletića, jer nema kriminala.",People feel safe in Fra Ambro Miletić street because there are no criminals.,,1.0,,1,2.2,4.0,Confidence,Tranquility/security ,Security,Criminality and Legal Enforcement,Criminality and Legal Enforcement,Rights & Dignity
100,"Ljudi u Mostaru idu na posao i vraćaju se s njega, a niko ih ne dira, niti oni nekoga diraju.","In Mostar, people go to work and back without being bothered or bothering anyone",2.0,2.0,,4,20.0,2.0,Business,Business,Economic Activity & Livelihoods,Tranquility/security ,Tranquility/security ,Security
101,Ljudi u Mostaru ne govore „istočna i zapadna strana“.,"People in Mostar don't use the terms ""east side"" and ""west side""",3.0,1.0,1.0,5,6.8,6.1,Language,Social Relations,Culture & Society,Us V Them,Social Relations,Culture & Society
102,"Ljudi u Mostaru ne pričaju o ratu, nego gdje će ići na odmor.","People in Mostar don't talk about the war, but rather where to spend their holidays",2.0,1.0,,3,7.1,11.3,Memorialization,Legacies of War,Dealing with the Past,Individual Leisure,Socializing,Culture & Society
104,"Ljudi u Mostaru su stekli povjerenje u sistem, jer on nije korumpiran.","People in Mostar have gained trust in the system, since it is not corrupted",4.0,,3.0,7,4.2,,Corruption ,Criminality and Legal Enforcement,Rights & Dignity,,,
105,Ljudi u Mostaru žive od svog rada.,People in Mostar can live from their work.,2.0,,,2,20.8,,Livelihoods,Business,Economic Activity & Livelihoods,,,
110,"Ljudi u Podhumu se osjećaju sigurnije, jer je policija redovno prisutna.",People of Podhum feel safe because police patrols regularly,1.0,1.0,2.0,4,2.2,5.0,Confidence,Tranquility/security ,Security,Police,Police,Armed Actors
113,Ljudi u Podhumu žive od izdavanja soba turistima.,People in Podhum live from renting rooms to tourists,1.0,,,1,20.4,20.8,Tourism,Business,Economic Activity & Livelihoods,Livelihoods,Business,Economic Activity & Livelihoods
117,Ljudima koji žive u kućama u Podhumu niko ne razbija prozore.,Nobody breaks the windows of Podhum's tenants living in houses,,1.0,1.0,2,2.1,4.4,Sense of safety,Tranquility/security ,Security,Violent Crime,Criminality and Legal Enforcement,Rights & Dignity
119,"Mještani, koji su poslije rata doselili u Podhum, ne upućuju uvrede na nacionalnoj osnovi djevojkama koje prolaze pored kafića „Dario“",People who have moved to Podhum after the war are not insulting girls passing cafe Dario based on their nationality,,1.0,1.0,2,6.9,22.2,Ethno-religious identity,Social Relations,Culture & Society,Gender based violence,Gender,Culture & Society
120,"Mještani, koji u Podhumu žive od prije rata, ne upućuju uvrede na nacionalnoj osnovi djevojkama koje prolaze pored kafića „Dario“","Locals, who have lived in Podhum since before the war, do not insult girls on national grounds who pass by cafe Dario.",1.0,,1.0,2,6.9,22.2,Ethno-religious identity,Social Relations,Culture & Society,Gender based violence,Gender,Culture & Society
125,"Mladi ostaju u Mostaru, jer im grad nudi sigurnost u vidu zaposlenja.",Young people stay in Mostar because the local government offers safety in terms of employment,4.0,1.0,3.0,8,20.5,9.1,Youth employment,Business,Economic Activity & Livelihoods,City politics,Governance,Rights & Dignity
129,Mostarki je lijepo u Mostaru i ne želi ići nigdje drugo da živi,A girl from Mostar feels good here and does not want to live anywhere else,1.0,1.0,,2,2.2,22.3,Confidence,Tranquility/security ,Security,Safety and comfort,Gender,Culture & Society
130,"Možemo raditi šta želimo, bez da ugrožavamo nekoga, bez obzira na to gdje se nalazimo.","We can do what we want, without endangering anyone, no matter where we are.",,,1.0,1,6.3,,Social Trust,Social Relations,Culture & Society,,,
132,"Multietičnost je bogatstvo Mostara, jer se ljudi uvažavaju.","Multiethnicity is the wealth of Mostar, because people respect each other.",1.0,,1.0,2,6.9,1.1,Ethno-religious identity,Social Relations,Culture & Society,Personal value,Integration and acceptance,Culture & Society
133,Multireligioznost je bogatsvo Mostara.*,Multi-religiousness is Mostar's richness.,2.0,,2.0,4,14.2,6.3,Interfaith relations,Religion,Culture & Society,Social Trust,Social Relations,Culture & Society
134,Muškarac ne pljačka kladionicu za 70 KM,A man does not rob a betting shop for 70 BAM,,,1.0,1,4.3,,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity,,,
135,Musliman ide Srbima i Hrvatima na Božić.,Muslims visit Serbs and Croats on Christmas,,,2.0,2,14.2,,Interfaith relations,Religion,Culture & Society,,,
136,Muslimanima dolaze katolici i pravoslavci na Bajram.,Orthodox and Catholics visit Muslims on Eid,,,2.0,2,14.2,,Interfaith relations,Religion,Culture & Society,,,
139,Na Kantarevcu ima više aktivnosti za više djece (ne samo koncerti i božićni turnir),There are plenty of activities for children at SC Kantarevac (not only concerts and the Christmas tournament),4.0,,6.0,10,12.3,15.0,Activities,Sport,Culture & Society,Youth,Youth,Culture & Society
141,Na seminarima se okupljaju ljudi različitih nacija i religija,People of different nationalities and religions gather at the seminars,1.0,1.0,1.0,3,6.9,19.0,Ethno-religious identity,Social Relations,Culture & Society,Education,Education,Rights & Dignity
142,Na šetalište i Španski trg izlazi više djece i starijih osoba,More children and elderly go out to the promenade and Spanish square,,2.0,1.0,3,3.1,11.0,Open Spaces,Public space,Culture & Society,Socializing,Socializing,Culture & Society
143,"Na studiji turizma na UNMO ima približno 50% studenata Bošnjaka, a 50% Hrvata",There are 50% of Bosniak and 50% of Croat students studying tourism at Džemal Bijedić University of Mostar,,,1.0,1,19.3,6.9,School inclusivness,Education,Rights & Dignity,Ethno-religious identity,Social Relations,Culture & Society
144,Na tribinama igrališta u Podhumu se roditelji druže dok čekaju djecu da završe s igrom.,Parents spend time together by the seats at the playground in Podhum while they wait for their children,,1.0,,1,11.1,3.1,Cafes and Space,Socializing,Culture & Society,Open Spaces,Public space,Culture & Society
145,Na ulicama Podhuma nema odbačenih narkomanskih šprica,There are no discarded drug syringes on the streets of Podhum,1.0,1.0,,2,3.1,16.4,Open Spaces,Public space,Culture & Society,Usage,Drugs & Alcohol,Rights & Dignity
146,"Nacionalni predstavnici sva tri naroda ne proizvode strah među ljudima, da bi tako ostali na vlasti.",The national representatives of all three nations do not produce fear among the people in order to stay in power.,,1.0,,1,6.9,8.4,Ethno-religious identity,Social Relations,Culture & Society,Politics ,Nationalism,Culture & Society
147,"Nacionalni predstavnici sva tri naroda se interesuju za obične ljude, a ne samo kako da raspoređuju funkcije i pare.","The national representatives of all three nations are interested in ordinary people, and not only in how to distribute functions and money.",1.0,1.0,,2,4.2,9.2,Corruption ,Criminality and Legal Enforcement,Rights & Dignity,Political accountability,Governance,Rights & Dignity
148,Nastavni planovi i programi su jedinstveni u Mostaru.,Teaching curriculums are unique in Mostar.,6.0,3.0,6.0,15,19.3,,School inclusivness,Education,Rights & Dignity,,,
151,Nema navijačkih sukoba kod Ultras Puba,There are no conflicts between team supporters by the Ultras Pub,4.0,,2.0,6,4.1,2.1,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity,Sense of safety,Tranquility/security ,Security
163,"Osoba koja ide u školu na zapadnoj strani grada može ići na fakultet na istočnoj strani grada, i obrnuto",A person going to school on the west side of Mostar can go to a university on the east side and vice versa,,1.0,1.0,2,19.3,2.3,School inclusivness,Education,Rights & Dignity,Movement,Tranquility/security ,Security
168,"Park u ulici fra Ambre Miletića je siguran, jer u njemu nema narkomana","The park in Fra Ambro Miletić street is safe, because there aren't any drug users.",2.0,,1.0,3,3.1,16.1,Open Spaces,Public space,Culture & Society,Prevention,Drugs & Alcohol,Rights & Dignity
169,Parking u Franjevačkoj se napuni kad je misa u crkvi.,The parking lot in Franjevačka street fills up when there is a mass at the church,1.0,,,1,21.1,14.3,Parking,Motor Vehicles ,Culture & Society,Religious beliefs and practices,Religion,Culture & Society
170,Parkovi između zgrada u Podhumu nisu pretvoreni u parking.,Parks between the buildings in Podhum are not turned into parking lots,,2.0,,2,3.1,21.1,Open Spaces,Public space,Culture & Society,Parking,Motor Vehicles ,Culture & Society
174,Policija dolazi u Podhum na pozive građana kad se poćini neko djelo,Police come to Podhum at the call of citizens when an act is committed,1.0,1.0,,2,5.2,4.0,Interactions ,Police,Armed Actors,Criminality and Legal Enforcement,Criminality and Legal Enforcement,Rights & Dignity
175,Policija iz Mostara ne pušta džeparoše iz pritvora nakon 2 sata.,The police don't let the pickpocketers leave custody after only two hours.,,2.0,2.0,4,4.3,5.1,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Accountability ,Police,Armed Actors
176,Policija ne stoji i gleda dok se odvijaju navijački sukobi,The police are not just standing by and watching conflicts between the supporters of the teams,1.0,,,1,5.1,4.1,Accountability ,Police,Armed Actors,Sport & Hooliganism,Criminality and Legal Enforcement,Rights & Dignity
177,"Policija nije prisutna u Podhumu samo kad kroz njega prolazi na neku intervenciju u drugom dijelu grada, kako bi zaobišli semafore.","The police are not present in Podhum except when they respond to calls in other parts of the city, avoiding traffic lights",,,1.0,1,5.1,,Accountability ,Police,Armed Actors,,,
178,Policija pronalazi počinitelje krivičnih djela u Podhumu.,Police find perpetrators of crimes in Podhum.,,1.0,1.0,2,5.2,4.0,Interactions ,Police,Armed Actors,Criminality and Legal Enforcement,Criminality and Legal Enforcement,Rights & Dignity
179,Policija radi svoj posao u Mostaru jer su izašli iz kladionica/gostionica,Police do their job because they left betting shops and pubs,1.0,,,1,5.1,5.2,Accountability ,Police,Armed Actors,Interactions ,Police,Armed Actors
180,Policija reaguje odmah kada stanari prijave da su se pojavili narkomani u ulici Fra Ambre Miletića.,Police instantly respond when the tenants report the presence of drug users in Fra Ambro Maletić Street,1.0,1.0,2.0,4,16.2,5.1,Policing,Drugs & Alcohol,Rights & Dignity,Accountability ,Police,Armed Actors
181,Policija sprečava kriminal u Podhumu.,Police prevent criminal activities in Podhum,,1.0,,1,5.2,,Interactions ,Police,Armed Actors,,,
182,Policija ulazi u sve dijelove grada.,Police are entering all parts of the city.,2.0,,,2,5.2,,Interactions ,Police,Armed Actors,,,
184,Politika ne dovodi do situacije da se u Mostaru ljudi različitih nacionalnosti mrze konstantnim širenjem straha od rata.,Politics does not lead to the situation that people of different nationalities in Mostar hate each other by constantly spreading fear of war.,,1.0,2.0,3,9.0,6.1,Governance,Governance,Rights & Dignity,Us V Them,Social Relations,Culture & Society
187,Postoje ljetni i zimski kampovi,There are summer and winter camps,1.0,1.0,1.0,3,3.5,3.7,Use of outdoors,Public space,Culture & Society,Activities,Public space,Culture & Society
188,Postoje organizovani izleti na planinu,There are organized excursions to the local mountain,2.0,1.0,,3,3.5,12.3,Use of outdoors,Public space,Culture & Society,Activities,Sport,Culture & Society
189,Postoje organizovani izleti na rijeke,There are organized excursions to the rivers (e.g. organized by scouts and mountaineering associations),,1.0,,1,3.5,9.7,Use of outdoors,Public space,Culture & Society,Citizens' associations,Governance,Rights & Dignity
190,Postoje organizovani izleti na rijeke,The young people marry each other,,1.0,,1,6.2,6.9,Personal relationships,Social Relations,Culture & Society,Ethno-religious identity,Social Relations,Culture & Society
191,Postoji igralište u naselju mimo onoga školskog igrališta,"There is another playground in Podhum, apart from the school's one",2.0,2.0,,4,17.2,3.1,Public Spaces ,Infrastructure,Economic Activity & Livelihoods,Open Spaces,Public space,Culture & Society
193,"Postoji ljetni sajam gdje prodaja kolača, narukvica i slično za dobrotvorne svrhe (npr. za sirotište)","There is a summer fair where cakes, bracelets and the like are sold for charity (eg for an orphanage)",2.0,,2.0,4,3.7,6.1,Activities,Public space,Culture & Society,Us V Them,Social Relations,Culture & Society
194,"Postoji malonogometni mjesni, godišnji turnir kod 10. osnovne škole","There is a local, annual futbal tournament by the Elementary school Peter Bakula",,,1.0,1,12.2,3.7,Public support for sport,Sport,Culture & Society,Activities,Public space,Culture & Society
195,"Postoji malonogometni mjesni, godišnji turnir kod 10. osnovne škole, gdje svi učestvuju","There is a local, annual futbal tournament by the Elementary school Peter Bakula where everyone can participate",1.0,,,1,12.4,12.2,Inclusion,Sport,Culture & Society,Public support for sport,Sport,Culture & Society
198,"Postoji više lokacija besplatni omladinski, edukativni, kulturni centar kao Američki kutak.","There are many free educational, cultural youth centers like the American Corner.",5.0,,6.0,11,19.2,15.0,Non-school based education,Education,Rights & Dignity,Youth,Youth,Culture & Society
199,Postoji više lokacija kao Code Hub (co-working space),There are more locations like the Code Hub (co-working space),1.0,,,1,20.0,,Business,Business,Economic Activity & Livelihoods,,,
206,Prestalo se pričati o mržnji,Hatred is not the topic anymore,1.0,,3.0,4,6.1,7.6,Us V Them,Social Relations,Culture & Society,Intergroup,Legacies of War,Dealing with the Past
208,"Ratni vojni invalid nema ništa protiv da 9 mahala u Mostaru ima različita mišljenja, ali nije za to da dođe do konflikta izmedju mahala.","A disabled war veteran does not mind that 9 mahalas in Mostar have different opinions, but he is not in favor of a conflict between mahalas.",,,1.0,1,6.9,6.1,Ethno-religious identity,Social Relations,Culture & Society,Us V Them,Social Relations,Culture & Society
209,"Redovno svratimo do dječaka na šetalištu, porazgovaramo i kupimo narukvice",We regularly stop by the boy on the promenade to chat and buy bracelets,,,1.0,1,15.4,3.1,Livelihoods,Youth,Culture & Society,Open Spaces,Public space,Culture & Society
210,"Rekonstrukcija i prenamjena nekadašnje Djevojačke škole u biblioteku, co-working prostor za rad i igraonu","Reconstruction and conversion of the former Girls' School into a library, co-working space for work and playroom",,,1.0,1,17.4,15.2,Buildings,Infrastructure,Economic Activity & Livelihoods,Infrastructure,Youth,Culture & Society
212,"Roditelji koji ne kažu ""Ne trebaš se bojati, neće ti biti ništa tamo"" neće izazvati sumnju kod djece da se možda ipak trebaju bojati","Parents who say ""Don't be afraid, nothing will happen to you there"" don't arouse suspicion in children that they may still need to be afraid",1.0,,,1,15.2,2.2,Infrastructure,Youth,Culture & Society,Confidence,Tranquility/security ,Security
214,Roditelji u Podhumu se ne boje pustiti djecu da se igraju vani naveče,Parents in Podhum aren't afraid to let their children play outside at night,2.0,2.0,2.0,6,2.2,15.2,Confidence,Tranquility/security ,Security,Infrastructure,Youth,Culture & Society
216,S auta parkiranih u Franjevačkoj ulici se ne kradu tablice.,There is no stealing plates from cars parked in Franjevačka street,,1.0,1.0,2,4.3,21.0,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity,Motor Vehicles ,Motor Vehicles ,Culture & Society
223,Stanarima ulice Fra Ambre Miletića se ne provaljuje u auta.,Residents of Fra Ambre Miletića Street do not have their cars broken into.,1.0,,,1,2.0,4.3,Tranquility/security ,Tranquility/security ,Security,Non-violent Crime,Criminality and Legal Enforcement,Rights & Dignity
224,Stanarka ulice Fra Ambre Miletića se osjeća jako sigurno.,A female tenant of Fra Ambre Miletića street feels very safe,1.0,,1.0,2,2.2,22.0,Confidence,Tranquility/security ,Security,Gender,Gender,Culture & Society
225,Stanovnici doseljeni iz drugih mjesta i starosjedioci u Podhumu se lijepo slažu,People who moved from other places and the ones already living in Podhum get along well,2.0,,,2,6.3,6.12,Social Trust,Social Relations,Culture & Society,Neighbor Relations,Social Relations,Culture & Society
228,Stanovnici znaju da li u Podhumu postoji MZ.,Residents know if Podhum has an MZ.,,1.0,1.0,2,9.6,,Mjesna zajednica,Governance,Rights & Dignity,,,
229,Stanovnici znaju ko je povjerenik MZ u Podhumu.,Residents know who the MZ commissioner of Podhum,,1.0,,1,9.6,,Mjesna zajednica,Governance,Rights & Dignity,,,
230,Starosjedioci u Podhumu ne gledaju ko je koje vjere.,The residents of Podhum don't look at who is what religion.,2.0,2.0,1.0,5,6.3,6.9,Social Trust,Social Relations,Culture & Society,Ethno-religious identity,Social Relations,Culture & Society
231,Stepenice kod mostića u DUM-u i u Franjevačkoj su ponovo u funkciji pa je ulica zatvorena za promet,"The stairs by the bridge between DUM and Franjevačka street are reopened, so the street is closed off from traffic.",4.0,,1.0,5,17.1,21.3,Roads,Infrastructure,Economic Activity & Livelihoods,Pedestrian Safety,Motor Vehicles ,Culture & Society
232,"Strani investitori investiraju u BiH, jer se u njoj ne priča o ratu.","Foreign investors invest in Bosnia and Herzegovina, because in Bosnia, war is not being discussed.",4.0,,3.0,7,7.0,20.0,Legacies of War,Legacies of War,Dealing with the Past,Business,Business,Economic Activity & Livelihoods
238,Svaki kvart u gradu ima jednog patrolnog policajca,Each neighborhood in the city has a patrol officer,1.0,,1.0,2,5.2,,Interactions ,Police,Armed Actors,,,
